year,value,variable,stitching_id
1906,-1.308587219383071,tas,ssp245~r1i1p1f1~1
1907,-1.319886350293018,tas,ssp245~r1i1p1f1~1
1908,-1.248912387103246,tas,ssp245~r1i1p1f1~1
1909,-0.9903159656379898,tas,ssp245~r1i1p1f1~1
1910,-1.2115621468270206,tas,ssp245~r1i1p1f1~1
1911,-1.2514129170215824,tas,ssp245~r1i1p1f1~1
1912,-1.286150958172641,tas,ssp245~r1i1p1f1~1
1913,-1.356982023209696,tas,ssp245~r1i1p1f1~1
1914,-1.2897199929961405,tas,ssp245~r1i1p1f1~1
1915,-1.1705083790712365,tas,ssp245~r1i1p1f1~1
1916,-1.1804616051541077,tas,ssp245~r1i1p1f1~1
1917,-1.2612077098465877,tas,ssp245~r1i1p1f1~1
1918,-1.3249589217536482,tas,ssp245~r1i1p1f1~1
1919,-1.2714775658274675,tas,ssp245~r1i1p1f1~1
1920,-1.0974040930292972,tas,ssp245~r1i1p1f1~1
1921,-1.1141123161967812,tas,ssp245~r1i1p1f1~1
1922,-1.0823472472494586,tas,ssp245~r1i1p1f1~1
1923,-1.0472930101362294,tas,ssp245~r1i1p1f1~1
1924,-0.929434911684666,tas,ssp245~r1i1p1f1~1
1925,-0.9461554691005176,tas,ssp245~r1i1p1f1~1
1926,-1.0751937859791951,tas,ssp245~r1i1p1f1~1
1927,-1.0584330645834823,tas,ssp245~r1i1p1f1~1
1928,-1.0593517657508755,tas,ssp245~r1i1p1f1~1
1929,-1.004872537694439,tas,ssp245~r1i1p1f1~1
1930,-1.0505650493189478,tas,ssp245~r1i1p1f1~1
1931,-1.0282729606264525,tas,ssp245~r1i1p1f1~1
1932,-1.1822160475715575,tas,ssp245~r1i1p1f1~1
1933,-1.0618311314640323,tas,ssp245~r1i1p1f1~1
1934,-1.1710109912993971,tas,ssp245~r1i1p1f1~1
1935,-1.2829800982054849,tas,ssp245~r1i1p1f1~1
1936,-1.230346156205087,tas,ssp245~r1i1p1f1~1
1937,-1.0336015249546904,tas,ssp245~r1i1p1f1~1
1938,-1.092119278767882,tas,ssp245~r1i1p1f1~1
1939,-0.9934608202720484,tas,ssp245~r1i1p1f1~1
1940,-1.048979442935149,tas,ssp245~r1i1p1f1~1
1941,-0.9934569268104952,tas,ssp245~r1i1p1f1~1
1942,-1.037052816460232,tas,ssp245~r1i1p1f1~1
1943,-1.183466577077752,tas,ssp245~r1i1p1f1~1
1944,-1.097430539963682,tas,ssp245~r1i1p1f1~1
1945,-0.9135759952404214,tas,ssp245~r1i1p1f1~1
1946,-0.9822858959624908,tas,ssp245~r1i1p1f1~1
1947,-0.8374705975927554,tas,ssp245~r1i1p1f1~1
1948,-0.8629256611380356,tas,ssp245~r1i1p1f1~1
1949,-0.8590421318484118,tas,ssp245~r1i1p1f1~1
1950,-0.9005185213109712,tas,ssp245~r1i1p1f1~1
1951,-0.9981118882947726,tas,ssp245~r1i1p1f1~1
1952,-1.0594455203388409,tas,ssp245~r1i1p1f1~1
1953,-0.9786065635878458,tas,ssp245~r1i1p1f1~1
1954,-0.8557183669647657,tas,ssp245~r1i1p1f1~1
1955,-0.9048865401867374,tas,ssp245~r1i1p1f1~1
1956,-0.848961940218885,tas,ssp245~r1i1p1f1~1
1957,-1.0798695563532306,tas,ssp245~r1i1p1f1~1
1958,-0.962785717093766,tas,ssp245~r1i1p1f1~1
1959,-0.937505072529632,tas,ssp245~r1i1p1f1~1
1960,-1.059533782223582,tas,ssp245~r1i1p1f1~1
1961,-0.9541107406362244,tas,ssp245~r1i1p1f1~1
1962,-1.0334952656317,tas,ssp245~r1i1p1f1~1
1963,-0.9904029835606138,tas,ssp245~r1i1p1f1~1
1964,-0.8651437907372497,tas,ssp245~r1i1p1f1~1
1965,-0.9171409893871214,tas,ssp245~r1i1p1f1~1
1966,-1.002713141335903,tas,ssp245~r1i1p1f1~1
1967,-1.0338047507967758,tas,ssp245~r1i1p1f1~1
1968,-0.9566492157971423,tas,ssp245~r1i1p1f1~1
1969,-0.8049318568515673,tas,ssp245~r1i1p1f1~1
1970,-0.8351361670794404,tas,ssp245~r1i1p1f1~1
1971,-0.8218006210968838,tas,ssp245~r1i1p1f1~1
1972,-0.9285238221018516,tas,ssp245~r1i1p1f1~1
1973,-0.991691991665732,tas,ssp245~r1i1p1f1~1
1974,-1.135037522050652,tas,ssp245~r1i1p1f1~1
1975,-0.936468173146352,tas,ssp245~r1i1p1f1~1
1976,-0.6422472573345317,tas,ssp245~r1i1p1f1~1
1977,-0.5666612769725816,tas,ssp245~r1i1p1f1~1
1978,-0.7019614712593807,tas,ssp245~r1i1p1f1~1
1979,-0.6667627087667256,tas,ssp245~r1i1p1f1~1
1980,-0.5107138314197073,tas,ssp245~r1i1p1f1~1
1981,-0.5813139005006178,tas,ssp245~r1i1p1f1~1
1982,-0.6176331260291477,tas,ssp245~r1i1p1f1~1
1983,-0.7984998453314915,tas,ssp245~r1i1p1f1~1
1984,-0.7433352730713523,tas,ssp245~r1i1p1f1~1
1985,-0.5755495451225556,tas,ssp245~r1i1p1f1~1
1986,-0.5613989624286546,tas,ssp245~r1i1p1f1~1
1987,-0.5783330673972955,tas,ssp245~r1i1p1f1~1
1988,-0.5671397586287981,tas,ssp245~r1i1p1f1~1
1989,-0.3765422183712985,tas,ssp245~r1i1p1f1~1
1990,-0.4094808068222733,tas,ssp245~r1i1p1f1~1
1991,-0.5294682381374969,tas,ssp245~r1i1p1f1~1
1992,-0.6431627888516118,tas,ssp245~r1i1p1f1~1
1993,-0.5881185695631643,tas,ssp245~r1i1p1f1~1
1994,-0.5407153653204659,tas,ssp245~r1i1p1f1~1
1995,-0.4375248712200346,tas,ssp245~r1i1p1f1~1
1996,-0.3462979415131144,tas,ssp245~r1i1p1f1~1
1997,-0.2511387562215077,tas,ssp245~r1i1p1f1~1
1998,-0.1553620456055,tas,ssp245~r1i1p1f1~1
1999,-0.0857952250001972,tas,ssp245~r1i1p1f1~1
2000,-0.0834158752813891,tas,ssp245~r1i1p1f1~1
2001,-0.0243483585722401,tas,ssp245~r1i1p1f1~1
2002,-0.0304681922013401,tas,ssp245~r1i1p1f1~1
2003,0.1476378224284644,tas,ssp245~r1i1p1f1~1
2004,-0.0430449601913665,tas,ssp245~r1i1p1f1~1
2005,-0.0462940333347887,tas,ssp245~r1i1p1f1~1
2006,0.0510640941287192,tas,ssp245~r1i1p1f1~1
2007,0.1003171864764453,tas,ssp245~r1i1p1f1~1
2008,0.1567311555372725,tas,ssp245~r1i1p1f1~1
2009,0.1006412256130033,tas,ssp245~r1i1p1f1~1
2010,0.1103937089416149,tas,ssp245~r1i1p1f1~1
2011,0.2302041880648744,tas,ssp245~r1i1p1f1~1
2012,0.2822007434938314,tas,ssp245~r1i1p1f1~1
2013,0.4896944004963757,tas,ssp245~r1i1p1f1~1
2014,0.3827202705155059,tas,ssp245~r1i1p1f1~1
2015,0.4499099113136822,tas,ssp245~r1i1p1f1~1
2016,0.4719208628851561,tas,ssp245~r1i1p1f1~1
2017,0.390636512542585,tas,ssp245~r1i1p1f1~1
2018,0.5794684878205771,tas,ssp245~r1i1p1f1~1
2019,0.5572648302285188,tas,ssp245~r1i1p1f1~1
2020,0.4988320605202148,tas,ssp245~r1i1p1f1~1
2021,0.7747402852303367,tas,ssp245~r1i1p1f1~1
2022,0.6129782086613318,tas,ssp245~r1i1p1f1~1
2023,0.7880831687616023,tas,ssp245~r1i1p1f1~1
2024,0.8222416272188866,tas,ssp245~r1i1p1f1~1
2025,1.030171613704681,tas,ssp245~r1i1p1f1~1
2026,1.083544973199082,tas,ssp245~r1i1p1f1~1
2027,0.9873156182493404,tas,ssp245~r1i1p1f1~1
2028,0.94912988392457,tas,ssp245~r1i1p1f1~1
2029,0.9303075983642656,tas,ssp245~r1i1p1f1~1
2030,1.0501365100444104,tas,ssp245~r1i1p1f1~1
2031,0.9852150860504024,tas,ssp245~r1i1p1f1~1
2032,1.0867121437127023,tas,ssp245~r1i1p1f1~1
2033,1.16304299227113,tas,ssp245~r1i1p1f1~1
2034,1.1808524031579282,tas,ssp245~r1i1p1f1~1
2035,1.390241376620395,tas,ssp245~r1i1p1f1~1
2036,1.385289553321286,tas,ssp245~r1i1p1f1~1
2037,1.0814667283647168,tas,ssp245~r1i1p1f1~1
2038,1.0567679328031545,tas,ssp245~r1i1p1f1~1
2039,1.3048239693351888,tas,ssp245~r1i1p1f1~1
2040,1.46503616961553,tas,ssp245~r1i1p1f1~1
2041,1.398090504385948,tas,ssp245~r1i1p1f1~1
2042,1.2299153135157894,tas,ssp245~r1i1p1f1~1
2043,1.4794668812544387,tas,ssp245~r1i1p1f1~1
2044,1.6543842177439956,tas,ssp245~r1i1p1f1~1
2045,1.5793750886931548,tas,ssp245~r1i1p1f1~1
2046,1.5541224136637766,tas,ssp245~r1i1p1f1~1
2047,1.7149283746560968,tas,ssp245~r1i1p1f1~1
2048,1.6316380048698989,tas,ssp245~r1i1p1f1~1
2049,1.76047662332968,tas,ssp245~r1i1p1f1~1
2050,1.6908086400941895,tas,ssp245~r1i1p1f1~1
2051,1.730692944003465,tas,ssp245~r1i1p1f1~1
2052,1.9746099750370831,tas,ssp245~r1i1p1f1~1
2053,2.0056357338698376,tas,ssp245~r1i1p1f1~1
2054,1.947929547450201,tas,ssp245~r1i1p1f1~1
2055,1.956405577268697,tas,ssp245~r1i1p1f1~1
2056,1.9826538559797768,tas,ssp245~r1i1p1f1~1
2057,2.201858593111524,tas,ssp245~r1i1p1f1~1
2058,2.1438984004765302,tas,ssp245~r1i1p1f1~1
2059,2.16593769982768,tas,ssp245~r1i1p1f1~1
2060,2.282880714394821,tas,ssp245~r1i1p1f1~1
2061,2.4678594893591708,tas,ssp245~r1i1p1f1~1
2062,2.4250744374368765,tas,ssp245~r1i1p1f1~1
2063,2.421698247550296,tas,ssp245~r1i1p1f1~1
2064,2.3972952697217806,tas,ssp245~r1i1p1f1~1
2065,2.437598760130186,tas,ssp245~r1i1p1f1~1
2066,2.3986885172127472,tas,ssp245~r1i1p1f1~1
2067,2.437647885098613,tas,ssp245~r1i1p1f1~1
2068,2.36921597063116,tas,ssp245~r1i1p1f1~1
2069,2.5246929841312067,tas,ssp245~r1i1p1f1~1
2070,2.614627382112189,tas,ssp245~r1i1p1f1~1
2071,2.642775007000637,tas,ssp245~r1i1p1f1~1
2072,2.608120163363708,tas,ssp245~r1i1p1f1~1
2073,2.61651063738708,tas,ssp245~r1i1p1f1~1
2074,2.606503960891416,tas,ssp245~r1i1p1f1~1
2075,2.410268881647198,tas,ssp245~r1i1p1f1~1
2076,2.344599211369484,tas,ssp245~r1i1p1f1~1
2077,2.494384465113626,tas,ssp245~r1i1p1f1~1
2078,2.660353600850783,tas,ssp245~r1i1p1f1~1
2079,2.8397958747642638,tas,ssp245~r1i1p1f1~1
2080,2.8336801807597,tas,ssp245~r1i1p1f1~1
2081,2.870924356070077,tas,ssp245~r1i1p1f1~1
2082,3.070312716620037,tas,ssp245~r1i1p1f1~1
2083,2.8474121722560994,tas,ssp245~r1i1p1f1~1
2084,2.870321234358244,tas,ssp245~r1i1p1f1~1
2085,2.943951581562658,tas,ssp245~r1i1p1f1~1
2086,2.870033563123912,tas,ssp245~r1i1p1f1~1
2087,2.815942199085612,tas,ssp245~r1i1p1f1~1
2088,2.970467616532005,tas,ssp245~r1i1p1f1~1
2089,2.892851748982025,tas,ssp245~r1i1p1f1~1
2090,2.8454831228328885,tas,ssp245~r1i1p1f1~1
2091,3.0011769263540486,tas,ssp245~r1i1p1f1~1
2092,3.261295061529495,tas,ssp245~r1i1p1f1~1
2093,2.5987757679604897,tas,ssp245~r1i1p1f1~1
2094,2.7708402401853505,tas,ssp245~r1i1p1f1~1
2095,2.8962673505361067,tas,ssp245~r1i1p1f1~1
2096,3.0143495096992865,tas,ssp245~r1i1p1f1~1
2097,3.0113380221342254,tas,ssp245~r1i1p1f1~1
2098,2.993835891405922,tas,ssp245~r1i1p1f1~1
2099,2.773199102733315,tas,ssp245~r1i1p1f1~1
2100,2.963474114657401,tas,ssp245~r1i1p1f1~1
1850,-1.3066490429650344,tas,ssp245~r1i1p1f1~2
1851,-1.4404862270361605,tas,ssp245~r1i1p1f1~2
1852,-1.319855383282288,tas,ssp245~r1i1p1f1~2
1853,-1.2023987141279235,tas,ssp245~r1i1p1f1~2
1854,-1.2817426483634904,tas,ssp245~r1i1p1f1~2
1855,-1.299539072642574,tas,ssp245~r1i1p1f1~2
1856,-1.323623343316683,tas,ssp245~r1i1p1f1~2
1857,-1.305392839252704,tas,ssp245~r1i1p1f1~2
1858,-1.1552402147499947,tas,ssp245~r1i1p1f1~2
1859,-1.4412528209779225,tas,ssp245~r1i1p1f1~2
1860,-1.2568209663481866,tas,ssp245~r1i1p1f1~2
1861,-1.1327614995678914,tas,ssp245~r1i1p1f1~2
1862,-1.321863634362387,tas,ssp245~r1i1p1f1~2
1863,-1.3450244501394764,tas,ssp245~r1i1p1f1~2
1864,-1.3149010059205466,tas,ssp245~r1i1p1f1~2
1865,-1.3135117379094368,tas,ssp245~r1i1p1f1~2
1866,-1.3695604446293714,tas,ssp245~r1i1p1f1~2
1867,-1.415357792776888,tas,ssp245~r1i1p1f1~2
1868,-1.2183645790664173,tas,ssp245~r1i1p1f1~2
1869,-1.2891277199109368,tas,ssp245~r1i1p1f1~2
1870,-1.2538869380085202,tas,ssp245~r1i1p1f1~2
1871,-1.1479359403220997,tas,ssp245~r1i1p1f1~2
1872,-1.1026572053542054,tas,ssp245~r1i1p1f1~2
1873,-1.195735041708815,tas,ssp245~r1i1p1f1~2
1874,-1.209888462368497,tas,ssp245~r1i1p1f1~2
1875,-1.2564324435525691,tas,ssp245~r1i1p1f1~2
1876,-1.327361579376543,tas,ssp245~r1i1p1f1~2
1877,-1.3801153044136072,tas,ssp245~r1i1p1f1~2
1878,-1.227654454921549,tas,ssp245~r1i1p1f1~2
1879,-1.0749574895554588,tas,ssp245~r1i1p1f1~2
1880,-1.0207903912636311,tas,ssp245~r1i1p1f1~2
1881,-1.0737721300622525,tas,ssp245~r1i1p1f1~2
1882,-1.0755196884131235,tas,ssp245~r1i1p1f1~2
1883,-1.1290678198600403,tas,ssp245~r1i1p1f1~2
1884,-1.3413286659080086,tas,ssp245~r1i1p1f1~2
1885,-1.4123810015992715,tas,ssp245~r1i1p1f1~2
1886,-1.2067840951918924,tas,ssp245~r1i1p1f1~2
1887,-1.244259660902685,tas,ssp245~r1i1p1f1~2
1888,-1.2799104490250102,tas,ssp245~r1i1p1f1~2
1889,-1.4310936114227957,tas,ssp245~r1i1p1f1~2
1890,-1.2914425791645383,tas,ssp245~r1i1p1f1~2
1891,-1.3048949889839605,tas,ssp245~r1i1p1f1~2
1892,-1.427561070212391,tas,ssp245~r1i1p1f1~2
1893,-1.1889822812152602,tas,ssp245~r1i1p1f1~2
1894,-1.0440566238997349,tas,ssp245~r1i1p1f1~2
1895,-1.1565452827181844,tas,ssp245~r1i1p1f1~2
1896,-1.143056402474656,tas,ssp245~r1i1p1f1~2
1897,-1.078754417352684,tas,ssp245~r1i1p1f1~2
1898,-1.2284406346391847,tas,ssp245~r1i1p1f1~2
1899,-1.0756678706628122,tas,ssp245~r1i1p1f1~2
1900,-1.0201855951250425,tas,ssp245~r1i1p1f1~2
1901,-1.0687119635445583,tas,ssp245~r1i1p1f1~2
1902,-0.9581665580884646,tas,ssp245~r1i1p1f1~2
1903,-1.1528807791182203,tas,ssp245~r1i1p1f1~2
1904,-1.3545237303686122,tas,ssp245~r1i1p1f1~2
1905,-1.2553339911611945,tas,ssp245~r1i1p1f1~2
1906,-1.088977236916378,tas,ssp245~r1i1p1f1~2
1907,-1.0554304802590195,tas,ssp245~r1i1p1f1~2
1908,-1.1995223999301745,tas,ssp245~r1i1p1f1~2
1909,-1.0189921603524112,tas,ssp245~r1i1p1f1~2
1910,-1.0563282310699833,tas,ssp245~r1i1p1f1~2
1911,-1.2950025258352866,tas,ssp245~r1i1p1f1~2
1912,-1.243354032102559,tas,ssp245~r1i1p1f1~2
1913,-1.2095890629602195,tas,ssp245~r1i1p1f1~2
1914,-1.2998528180301605,tas,ssp245~r1i1p1f1~2
1915,-1.3519844273474175,tas,ssp245~r1i1p1f1~2
1916,-1.2005199524876955,tas,ssp245~r1i1p1f1~2
1917,-1.1475235481645996,tas,ssp245~r1i1p1f1~2
1918,-1.2816091285739049,tas,ssp245~r1i1p1f1~2
1919,-1.2318685418601945,tas,ssp245~r1i1p1f1~2
1920,-1.268163668568434,tas,ssp245~r1i1p1f1~2
1921,-1.1423679585261652,tas,ssp245~r1i1p1f1~2
1922,-0.9822358769061452,tas,ssp245~r1i1p1f1~2
1923,-0.9904433062201292,tas,ssp245~r1i1p1f1~2
1924,-0.9464569539549076,tas,ssp245~r1i1p1f1~2
1925,-1.2656295090019398,tas,ssp245~r1i1p1f1~2
1926,-1.0825403435638918,tas,ssp245~r1i1p1f1~2
1927,-0.8184000845047308,tas,ssp245~r1i1p1f1~2
1928,-0.9791760383856172,tas,ssp245~r1i1p1f1~2
1929,-1.1427839782563751,tas,ssp245~r1i1p1f1~2
1930,-1.0845062862748025,tas,ssp245~r1i1p1f1~2
1931,-1.195829837581698,tas,ssp245~r1i1p1f1~2
1932,-1.0680941286616417,tas,ssp245~r1i1p1f1~2
1933,-0.9949333538555152,tas,ssp245~r1i1p1f1~2
1934,-1.1221197299572054,tas,ssp245~r1i1p1f1~2
1935,-1.1196925949483898,tas,ssp245~r1i1p1f1~2
1936,-1.017643032847161,tas,ssp245~r1i1p1f1~2
1937,-1.0683509000803042,tas,ssp245~r1i1p1f1~2
1938,-1.0201914876006413,tas,ssp245~r1i1p1f1~2
1939,-1.1054024927933028,tas,ssp245~r1i1p1f1~2
1940,-1.0012558542534862,tas,ssp245~r1i1p1f1~2
1941,-1.0190191718087362,tas,ssp245~r1i1p1f1~2
1942,-1.066531933609042,tas,ssp245~r1i1p1f1~2
1943,-0.9819308404506728,tas,ssp245~r1i1p1f1~2
1944,-0.8724325638270329,tas,ssp245~r1i1p1f1~2
1945,-0.8737234036355517,tas,ssp245~r1i1p1f1~2
1946,-1.0217899124442056,tas,ssp245~r1i1p1f1~2
1947,-0.9798518800460556,tas,ssp245~r1i1p1f1~2
1948,-0.7399856739308461,tas,ssp245~r1i1p1f1~2
1949,-0.8349066760940218,tas,ssp245~r1i1p1f1~2
1950,-0.8874315311972509,tas,ssp245~r1i1p1f1~2
1951,-0.8884359358388565,tas,ssp245~r1i1p1f1~2
1952,-1.081385998644066,tas,ssp245~r1i1p1f1~2
1953,-0.925945566789494,tas,ssp245~r1i1p1f1~2
1954,-0.9091220881268214,tas,ssp245~r1i1p1f1~2
1955,-0.956597358505462,tas,ssp245~r1i1p1f1~2
1956,-1.0304120712241345,tas,ssp245~r1i1p1f1~2
1957,-1.0578193508121672,tas,ssp245~r1i1p1f1~2
1958,-0.8896766452407974,tas,ssp245~r1i1p1f1~2
1959,-0.9186256556161538,tas,ssp245~r1i1p1f1~2
1960,-0.9406053276801458,tas,ssp245~r1i1p1f1~2
1961,-0.8839318763355095,tas,ssp245~r1i1p1f1~2
1962,-1.047060802877979,tas,ssp245~r1i1p1f1~2
1963,-1.0199569592307969,tas,ssp245~r1i1p1f1~2
1964,-1.1011616664862345,tas,ssp245~r1i1p1f1~2
1965,-0.9529079743747388,tas,ssp245~r1i1p1f1~2
1966,-1.0158716434956432,tas,ssp245~r1i1p1f1~2
1967,-1.0321601022959612,tas,ssp245~r1i1p1f1~2
1968,-0.9664024646725692,tas,ssp245~r1i1p1f1~2
1969,-0.9951051029198084,tas,ssp245~r1i1p1f1~2
1970,-1.087741596273986,tas,ssp245~r1i1p1f1~2
1971,-1.1113135991040508,tas,ssp245~r1i1p1f1~2
1972,-1.0900146421524255,tas,ssp245~r1i1p1f1~2
1973,-0.8544514704590824,tas,ssp245~r1i1p1f1~2
1974,-0.7253676263464968,tas,ssp245~r1i1p1f1~2
1975,-0.7728796231789374,tas,ssp245~r1i1p1f1~2
1976,-0.855613528602305,tas,ssp245~r1i1p1f1~2
1977,-0.8019480074741523,tas,ssp245~r1i1p1f1~2
1978,-0.7237709008991828,tas,ssp245~r1i1p1f1~2
1979,-0.68413530952472,tas,ssp245~r1i1p1f1~2
1980,-0.7315860834432328,tas,ssp245~r1i1p1f1~2
1981,-0.6521689565304314,tas,ssp245~r1i1p1f1~2
1982,-0.5218329047506813,tas,ssp245~r1i1p1f1~2
1983,-0.7672433283408964,tas,ssp245~r1i1p1f1~2
1984,-0.8812977629473266,tas,ssp245~r1i1p1f1~2
1985,-0.6120290257289298,tas,ssp245~r1i1p1f1~2
1986,-0.5654730184465961,tas,ssp245~r1i1p1f1~2
1987,-0.7089044049924951,tas,ssp245~r1i1p1f1~2
1988,-0.6209971232631801,tas,ssp245~r1i1p1f1~2
1989,-0.4713501948807561,tas,ssp245~r1i1p1f1~2
1990,-0.5861243578549988,tas,ssp245~r1i1p1f1~2
1991,-0.3496951313809404,tas,ssp245~r1i1p1f1~2
1992,-0.5648753294401558,tas,ssp245~r1i1p1f1~2
1993,-0.6976316010288315,tas,ssp245~r1i1p1f1~2
1994,-0.3998812897091284,tas,ssp245~r1i1p1f1~2
1995,-0.4157647373356212,tas,ssp245~r1i1p1f1~2
1996,-0.4194577259156631,tas,ssp245~r1i1p1f1~2
1997,-0.409130757950777,tas,ssp245~r1i1p1f1~2
1998,-0.3561387328825844,tas,ssp245~r1i1p1f1~2
1999,-0.200315448810727,tas,ssp245~r1i1p1f1~2
2000,0.0232065922887727,tas,ssp245~r1i1p1f1~2
2001,0.1003200448748202,tas,ssp245~r1i1p1f1~2
2002,-0.1120867142738006,tas,ssp245~r1i1p1f1~2
2003,-0.0190213157694074,tas,ssp245~r1i1p1f1~2
2004,0.0963088848428697,tas,ssp245~r1i1p1f1~2
2005,-0.0932376895697757,tas,ssp245~r1i1p1f1~2
2006,-0.1321573253779888,tas,ssp245~r1i1p1f1~2
2007,0.1908228558658606,tas,ssp245~r1i1p1f1~2
2008,0.3233925693246533,tas,ssp245~r1i1p1f1~2
2009,0.0432953796125161,tas,ssp245~r1i1p1f1~2
2010,0.1047234343508876,tas,ssp245~r1i1p1f1~2
2011,0.217324545383633,tas,ssp245~r1i1p1f1~2
2012,0.5375022590681624,tas,ssp245~r1i1p1f1~2
2013,0.3324365353585676,tas,ssp245~r1i1p1f1~2
2014,0.2659156219577312,tas,ssp245~r1i1p1f1~2
2015,0.4068007476910793,tas,ssp245~r1i1p1f1~2
2016,0.4924799901338588,tas,ssp245~r1i1p1f1~2
2017,0.4252190775803797,tas,ssp245~r1i1p1f1~2
2018,0.553656904487184,tas,ssp245~r1i1p1f1~2
2019,0.5756053260956833,tas,ssp245~r1i1p1f1~2
2020,0.6206470596422378,tas,ssp245~r1i1p1f1~2
2021,0.5742174412743566,tas,ssp245~r1i1p1f1~2
2022,0.6630204935450479,tas,ssp245~r1i1p1f1~2
2023,0.9063801104373396,tas,ssp245~r1i1p1f1~2
2024,0.8715429204177667,tas,ssp245~r1i1p1f1~2
2025,0.8788777875325309,tas,ssp245~r1i1p1f1~2
2026,0.7865731283289961,tas,ssp245~r1i1p1f1~2
2027,0.9749196725371688,tas,ssp245~r1i1p1f1~2
2028,1.068873925097762,tas,ssp245~r1i1p1f1~2
2029,1.1400343351111246,tas,ssp245~r1i1p1f1~2
2030,1.0150330822265232,tas,ssp245~r1i1p1f1~2
2031,1.0512903533433473,tas,ssp245~r1i1p1f1~2
2032,1.1146266318231142,tas,ssp245~r1i1p1f1~2
2033,1.1428385565121744,tas,ssp245~r1i1p1f1~2
2034,1.116223556324087,tas,ssp245~r1i1p1f1~2
2035,1.162422651154884,tas,ssp245~r1i1p1f1~2
2036,1.241199964090811,tas,ssp245~r1i1p1f1~2
2037,1.1682263749549977,tas,ssp245~r1i1p1f1~2
2038,1.2756142353024416,tas,ssp245~r1i1p1f1~2
2039,1.50934835292162,tas,ssp245~r1i1p1f1~2
2040,1.333125033752026,tas,ssp245~r1i1p1f1~2
2041,1.4392080395277276,tas,ssp245~r1i1p1f1~2
2042,1.5364450561326066,tas,ssp245~r1i1p1f1~2
