,activity_id,source_id,experiment_id,member_id,table_id,variable_id,grid_label,zstore
436,ScenarioMIP,MPI-ESM1-2-HR,ssp370,r6i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r6i1p1f1/Amon/tas/gn/v20190710/
437,ScenarioMIP,MPI-ESM1-2-HR,ssp370,r5i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r5i1p1f1/Amon/tas/gn/v20190710/
438,ScenarioMIP,MPI-ESM1-2-HR,ssp370,r8i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Amon/tas/gn/v20190710/
439,ScenarioMIP,MPI-ESM1-2-HR,ssp585,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp585/r1i1p1f1/Amon/tas/gn/v20190710/
440,ScenarioMIP,MPI-ESM1-2-HR,ssp585,r2i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/DWD/MPI-ESM1-2-HR/ssp585/r2i1p1f1/Amon/tas/gn/v20190710/
441,ScenarioMIP,MPI-ESM1-2-HR,ssp370,r9i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Amon/tas/gn/v20190710/
442,ScenarioMIP,MPI-ESM1-2-LR,ssp126,r4i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp126/r4i1p1f1/Amon/tas/gn/v20190710/
443,CMIP,MPI-ESM1-2-HR,historical,r3i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r3i1p1f1/Amon/tas/gn/v20190710/
444,ScenarioMIP,MPI-ESM1-2-LR,ssp585,r7i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp585/r7i1p1f1/Amon/tas/gn/v20190710/
445,CMIP,MPI-ESM1-2-HR,historical,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r1i1p1f1/Amon/tas/gn/v20190710/
446,CMIP,MPI-ESM1-2-HR,historical,r4i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r4i1p1f1/Amon/tas/gn/v20190710/
447,CMIP,MPI-ESM1-2-HR,historical,r7i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r7i1p1f1/Amon/tas/gn/v20190710/
448,CMIP,MPI-ESM1-2-HR,historical,r9i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r9i1p1f1/Amon/tas/gn/v20190710/
449,CMIP,MPI-ESM1-2-HR,historical,r10i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r10i1p1f1/Amon/tas/gn/v20190710/
450,CMIP,MPI-ESM1-2-HR,historical,r8i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r8i1p1f1/Amon/tas/gn/v20190710/
451,ScenarioMIP,MPI-ESM1-2-HR,ssp126,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/Amon/tas/gn/v20190710/
452,ScenarioMIP,MPI-ESM1-2-HR,ssp245,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/Amon/tas/gn/v20190710/
453,ScenarioMIP,MPI-ESM1-2-LR,ssp585,r10i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp585/r10i1p1f1/Amon/tas/gn/v20190710/
454,ScenarioMIP,MPI-ESM1-2-LR,ssp370,r8i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp370/r8i1p1f1/Amon/tas/gn/v20190710/
455,ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/
456,ScenarioMIP,MPI-ESM1-2-LR,ssp126,r5i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp126/r5i1p1f1/Amon/tas/gn/v20190710/
457,ScenarioMIP,MPI-ESM1-2-HR,ssp370,r3i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r3i1p1f1/Amon/tas/gn/v20190710/
458,ScenarioMIP,MPI-ESM1-2-LR,ssp126,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp126/r1i1p1f1/Amon/tas/gn/v20190710/
459,ScenarioMIP,MPI-ESM1-2-LR,ssp370,r7i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp370/r7i1p1f1/Amon/tas/gn/v20190710/
460,ScenarioMIP,MPI-ESM1-2-LR,ssp126,r10i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp126/r10i1p1f1/Amon/tas/gn/v20190710/
461,ScenarioMIP,MPI-ESM1-2-LR,ssp126,r3i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp126/r3i1p1f1/Amon/tas/gn/v20190710/
462,ScenarioMIP,MPI-ESM1-2-LR,ssp126,r2i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp126/r2i1p1f1/Amon/tas/gn/v20190710/
463,ScenarioMIP,MPI-ESM1-2-LR,ssp585,r3i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp585/r3i1p1f1/Amon/tas/gn/v20190710/
464,ScenarioMIP,MPI-ESM1-2-LR,ssp585,r2i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp585/r2i1p1f1/Amon/tas/gn/v20190710/
465,ScenarioMIP,MPI-ESM1-2-LR,ssp126,r7i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp126/r7i1p1f1/Amon/tas/gn/v20190710/
466,ScenarioMIP,MPI-ESM1-2-LR,ssp126,r6i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp126/r6i1p1f1/Amon/tas/gn/v20190710/
467,ScenarioMIP,MPI-ESM1-2-LR,ssp370,r6i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp370/r6i1p1f1/Amon/tas/gn/v20190710/
468,ScenarioMIP,MPI-ESM1-2-LR,ssp585,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp585/r1i1p1f1/Amon/tas/gn/v20190710/
469,ScenarioMIP,MPI-ESM1-2-HR,ssp370,r7i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r7i1p1f1/Amon/tas/gn/v20190710/
470,ScenarioMIP,MPI-ESM1-2-HR,ssp245,r2i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r2i1p1f1/Amon/tas/gn/v20190710/
471,ScenarioMIP,MPI-ESM1-2-HR,ssp370,r10i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r10i1p1f1/Amon/tas/gn/v20190710/
472,ScenarioMIP,MPI-ESM1-2-HR,ssp370,r2i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r2i1p1f1/Amon/tas/gn/v20190710/
473,ScenarioMIP,MPI-ESM1-2-LR,ssp370,r9i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp370/r9i1p1f1/Amon/tas/gn/v20190710/
474,ScenarioMIP,MPI-ESM1-2-HR,ssp370,r4i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r4i1p1f1/Amon/tas/gn/v20190710/
475,ScenarioMIP,MPI-ESM1-2-LR,ssp126,r8i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp126/r8i1p1f1/Amon/tas/gn/v20190710/
476,ScenarioMIP,MIROC6,ssp460,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp460/r1i1p1f1/Amon/tas/gn/v20190807/
477,ScenarioMIP,MIROC6,ssp119,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp119/r1i1p1f1/Amon/tas/gn/v20190807/
478,ScenarioMIP,MIROC6,ssp434,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp434/r1i1p1f1/Amon/tas/gn/v20190807/
479,ScenarioMIP,MIROC6,ssp534-over,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp534-over/r1i1p1f1/Amon/tas/gn/v20190807/
480,CMIP,GISS-E2-1-G,historical,r102i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r102i1p1f1/Amon/tas/gn/v20190815/
481,CMIP,GISS-E2-1-G,historical,r101i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r101i1p1f1/Amon/tas/gn/v20190815/
482,ScenarioMIP,UKESM1-0-LL,ssp434,r1i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp434/r1i1p1f2/Amon/tas/gn/v20190828/
483,ScenarioMIP,UKESM1-0-LL,ssp434,r2i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp434/r2i1p1f2/Amon/tas/gn/v20190828/
484,ScenarioMIP,UKESM1-0-LL,ssp534-over,r2i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp534-over/r2i1p1f2/Amon/tas/gn/v20190830/
485,ScenarioMIP,UKESM1-0-LL,ssp534-over,r1i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp534-over/r1i1p1f2/Amon/tas/gn/v20190830/
486,ScenarioMIP,UKESM1-0-LL,ssp534-over,r3i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp534-over/r3i1p1f2/Amon/tas/gn/v20190830/
487,ScenarioMIP,UKESM1-0-LL,ssp119,r3i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp119/r3i1p1f2/Amon/tas/gn/v20190830/
488,ScenarioMIP,UKESM1-0-LL,ssp119,r1i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp119/r1i1p1f2/Amon/tas/gn/v20190830/
489,CMIP,GISS-E2-1-G,historical,r4i1p1f3,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r4i1p1f3/Amon/tas/gn/v20190903/
490,CMIP,GISS-E2-1-G,historical,r3i1p1f3,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r3i1p1f3/Amon/tas/gn/v20190903/
491,CMIP,GISS-E2-1-G,historical,r6i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f2/Amon/tas/gn/v20190903/
492,CMIP,GISS-E2-1-G,historical,r5i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r5i1p1f2/Amon/tas/gn/v20190903/
493,CMIP,GISS-E2-1-G,historical,r5i1p1f3,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r5i1p1f3/Amon/tas/gn/v20190903/
494,CMIP,GISS-E2-1-G,historical,r2i1p1f3,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r2i1p1f3/Amon/tas/gn/v20190903/
495,CMIP,GISS-E2-1-G,historical,r3i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r3i1p1f2/Amon/tas/gn/v20190903/
496,CMIP,GISS-E2-1-G,historical,r4i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r4i1p1f2/Amon/tas/gn/v20190903/
497,CMIP,GISS-E2-1-G,historical,r7i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r7i1p1f2/Amon/tas/gn/v20190903/
498,CMIP,GISS-E2-1-G,historical,r9i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r9i1p1f2/Amon/tas/gn/v20190903/
499,CMIP,GISS-E2-1-G,historical,r8i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r8i1p1f2/Amon/tas/gn/v20190903/
500,CMIP,GISS-E2-1-G,historical,r10i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r10i1p1f2/Amon/tas/gn/v20190903/
501,CMIP,GISS-E2-1-G,historical,r1i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r1i1p1f2/Amon/tas/gn/v20190903/
502,CMIP,GISS-E2-1-G,historical,r11i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r11i1p1f2/Amon/tas/gn/v20190903/
503,CMIP,GISS-E2-1-G,historical,r1i1p1f3,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r1i1p1f3/Amon/tas/gn/v20190903/
504,ScenarioMIP,UKESM1-0-LL,ssp534-over,r4i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp534-over/r4i1p1f2/Amon/tas/gn/v20190903/
505,CMIP,GISS-E2-1-G,historical,r2i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r2i1p1f2/Amon/tas/gn/v20190903/
515,ScenarioMIP,UKESM1-0-LL,ssp119,r4i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp119/r4i1p1f2/Amon/tas/gn/v20190905/
516,ScenarioMIP,UKESM1-0-LL,ssp434,r3i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp434/r3i1p1f2/Amon/tas/gn/v20190906/
517,CMIP,NorCPM1,historical,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/NCC/NorCPM1/historical/r1i1p1f1/Amon/tas/gn/v20190914/
518,CMIP,NorCPM1,historical,r10i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/NCC/NorCPM1/historical/r10i1p1f1/Amon/tas/gn/v20190914/
519,CMIP,NorCPM1,historical,r2i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/NCC/NorCPM1/historical/r2i1p1f1/Amon/tas/gn/v20190914/
520,ScenarioMIP,UKESM1-0-LL,ssp119,r8i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp119/r8i1p1f2/Amon/tas/gn/v20190917/
521,ScenarioMIP,UKESM1-0-LL,ssp434,r8i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp434/r8i1p1f2/Amon/tas/gn/v20190925/
522,ScenarioMIP,UKESM1-0-LL,ssp434,r4i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp434/r4i1p1f2/Amon/tas/gn/v20190925/
523,ScenarioMIP,UKESM1-0-LL,ssp534-over,r8i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp534-over/r8i1p1f2/Amon/tas/gn/v20191104/
524,ScenarioMIP,UKESM1-0-LL,ssp119,r2i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp119/r2i1p1f2/Amon/tas/gn/v20191104/
525,ScenarioMIP,ACCESS-ESM1-5,ssp126,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CSIRO/ACCESS-ESM1-5/ssp126/r1i1p1f1/Amon/tas/gn/v20191115/
526,CMIP,UKESM1-0-LL,historical,r17i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MOHC/UKESM1-0-LL/historical/r17i1p1f2/Amon/tas/gn/v20191115/
527,ScenarioMIP,ACCESS-ESM1-5,ssp370,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CSIRO/ACCESS-ESM1-5/ssp370/r1i1p1f1/Amon/tas/gn/v20191115/
528,CMIP,ACCESS-ESM1-5,historical,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r1i1p1f1/Amon/tas/gn/v20191115/
529,ScenarioMIP,ACCESS-ESM1-5,ssp585,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CSIRO/ACCESS-ESM1-5/ssp585/r1i1p1f1/Amon/tas/gn/v20191115/
530,ScenarioMIP,ACCESS-ESM1-5,ssp245,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CSIRO/ACCESS-ESM1-5/ssp245/r1i1p1f1/Amon/tas/gn/v20191115/
531,CMIP,UKESM1-0-LL,historical,r18i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MOHC/UKESM1-0-LL/historical/r18i1p1f2/Amon/tas/gn/v20191119/
532,CMIP,UKESM1-0-LL,historical,r19i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MOHC/UKESM1-0-LL/historical/r19i1p1f2/Amon/tas/gn/v20191119/
533,CMIP,ACCESS-ESM1-5,historical,r2i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r2i1p1f1/Amon/tas/gn/v20191128/
534,ScenarioMIP,ACCESS-ESM1-5,ssp126,r2i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CSIRO/ACCESS-ESM1-5/ssp126/r2i1p1f1/Amon/tas/gn/v20191129/
535,ScenarioMIP,ACCESS-ESM1-5,ssp370,r2i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CSIRO/ACCESS-ESM1-5/ssp370/r2i1p1f1/Amon/tas/gn/v20191129/
536,ScenarioMIP,ACCESS-ESM1-5,ssp245,r2i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CSIRO/ACCESS-ESM1-5/ssp245/r2i1p1f1/Amon/tas/gn/v20191129/
537,ScenarioMIP,ACCESS-ESM1-5,ssp585,r2i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CSIRO/ACCESS-ESM1-5/ssp585/r2i1p1f1/Amon/tas/gn/v20191129/
538,ScenarioMIP,ACCESS-ESM1-5,ssp126,r3i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CSIRO/ACCESS-ESM1-5/ssp126/r3i1p1f1/Amon/tas/gn/v20191201/
539,ScenarioMIP,ACCESS-ESM1-5,ssp245,r3i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CSIRO/ACCESS-ESM1-5/ssp245/r3i1p1f1/Amon/tas/gn/v20191203/
540,ScenarioMIP,ACCESS-ESM1-5,ssp585,r3i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CSIRO/ACCESS-ESM1-5/ssp585/r3i1p1f1/Amon/tas/gn/v20191203/
541,CMIP,ACCESS-ESM1-5,historical,r3i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r3i1p1f1/Amon/tas/gn/v20191203/
542,ScenarioMIP,ACCESS-ESM1-5,ssp370,r3i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CSIRO/ACCESS-ESM1-5/ssp370/r3i1p1f1/Amon/tas/gn/v20191203/
543,CMIP,UKESM1-0-LL,historical,r16i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MOHC/UKESM1-0-LL/historical/r16i1p1f2/Amon/tas/gn/v20191209/
544,CMIP,UKESM1-0-LL,historical,r11i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MOHC/UKESM1-0-LL/historical/r11i1p1f2/Amon/tas/gn/v20191209/
545,CMIP,UKESM1-0-LL,historical,r12i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MOHC/UKESM1-0-LL/historical/r12i1p1f2/Amon/tas/gn/v20191210/
546,CMIP,UKESM1-0-LL,historical,r10i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MOHC/UKESM1-0-LL/historical/r10i1p1f2/Amon/tas/gn/v20191213/
553,ScenarioMIP,GISS-E2-1-G,ssp245,r6i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r6i1p1f2/Amon/tas/gn/v20200115/
562,ScenarioMIP,GISS-E2-1-G,ssp370,r5i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r5i1p1f2/Amon/tas/gn/v20200115/
566,ScenarioMIP,GISS-E2-1-G,ssp460,r4i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp460/r4i1p1f2/Amon/tas/gn/v20200115/
568,ScenarioMIP,GISS-E2-1-G,ssp460,r3i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp460/r3i1p1f2/Amon/tas/gn/v20200115/
569,ScenarioMIP,GISS-E2-1-G,ssp460,r2i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp460/r2i1p1f2/Amon/tas/gn/v20200115/
570,ScenarioMIP,GISS-E2-1-G,ssp460,r5i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp460/r5i1p1f2/Amon/tas/gn/v20200115/
578,ScenarioMIP,GISS-E2-1-G,ssp245,r10i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r10i1p1f2/Amon/tas/gn/v20200115/
584,ScenarioMIP,GISS-E2-1-G,ssp245,r7i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r7i1p1f2/Amon/tas/gn/v20200115/
586,ScenarioMIP,GISS-E2-1-G,ssp245,r9i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r9i1p1f2/Amon/tas/gn/v20200115/
587,ScenarioMIP,GISS-E2-1-G,ssp245,r8i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r8i1p1f2/Amon/tas/gn/v20200115/
588,ScenarioMIP,GISS-E2-1-G,ssp370,r10i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r10i1p1f2/Amon/tas/gn/v20200115/
593,ScenarioMIP,GISS-E2-1-G,ssp370,r2i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r2i1p1f2/Amon/tas/gn/v20200115/
597,ScenarioMIP,GISS-E2-1-G,ssp370,r4i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r4i1p1f2/Amon/tas/gn/v20200115/
599,ScenarioMIP,GISS-E2-1-G,ssp460,r1i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp460/r1i1p1f2/Amon/tas/gn/v20200115/
600,ScenarioMIP,GISS-E2-1-G,ssp370,r6i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r6i1p1f2/Amon/tas/gn/v20200115/
602,ScenarioMIP,GISS-E2-1-G,ssp370,r3i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/tas/gn/v20200115/
604,ScenarioMIP,GISS-E2-1-G,ssp370,r7i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r7i1p1f2/Amon/tas/gn/v20200115/
605,ScenarioMIP,GISS-E2-1-G,ssp370,r9i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r9i1p1f2/Amon/tas/gn/v20200115/
607,ScenarioMIP,GISS-E2-1-G,ssp434,r1i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp434/r1i1p1f2/Amon/tas/gn/v20200115/
